ID,Path,Element,Parent Path,Level,Root Element,Declared In,Declaration,Data Type,Type Source,Content,Min Occurs,Max Occurs,Required,Repeatable,Enumeration Count,Enumerated Values,Definition
62,EarthScienceSpecimen/UnitStratigraphicDetermination/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers/Organisation,Organisation,EarthScienceSpecimen/UnitStratigraphicDetermination/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/Identifiers,5,EarthScienceSpecimen,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
63,EarthScienceSpecimen/UnitStratigraphicDetermination/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences,AnalysisReferences,EarthScienceSpecimen/UnitStratigraphicDetermination/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination,4,EarthScienceSpecimen,MagnetostratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,unbounded,N,Y,0,,Container for 1 or more references related to the analysis
64,EarthScienceSpecimen/UnitStratigraphicDetermination/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences/AnalysisReference,AnalysisReference,EarthScienceSpecimen/UnitStratigraphicDetermination/MagnetostratigraphicDeterminations/MagnetostratigraphicDetermination/AnalysisReferences,5,EarthScienceSpecimen,MagnetostratigraphicDeterminationsType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
65,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations,IsotopeStratigraphicDeterminations,EarthScienceSpecimen/UnitStratigraphicDetermination,2,EarthScienceSpecimen,StratigraphicAttributionsType,local,efg:IsotopeStratigraphicDeterminationsType,EFG named complexType,complex,0,1,N,N,0,,Container for detail referring to any isotope concentration study. Isotope stratigraphy uses a range of readings over a sequence of rocks to create profiles that are correlated with dated sequences.
66,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,IsotopeStratigraphicDetermination,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations,3,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Single record of an isotope stratigraphic determination
67,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/IsotopesMeasured,IsotopesMeasured,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"What isotopes were used for this correlation e.g. Oxygen, Strontium, Carbon or more specific (O18/O16)"
68,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/IsotopeStratigraphicDetail,IsotopeStratigraphicDetail,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,Free text describing the isotope correlation result.
69,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,AnalysisDateTime,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
70,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime/ExactDate,ExactDate,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,5,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
71,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime/DateText,DateText,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisDateTime,5,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
72,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Certainty,Certainty,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Degree of certainty associated with the date determination e.g. unknown, certain, uncertain, possibly, known wrong."
73,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/DatingQualifier,DatingQualifier,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,global (ref),xs:string,XML Schema built-in,simple,0,1,N,N,0,,"Allows for qualification of date terms e.g. early/lower, middle, late/upper"
74,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,Identifiers,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
75,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers/Person,Person,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,5,EarthScienceSpecimen,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
76,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers/Organisation,Organisation,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/Identifiers,5,EarthScienceSpecimen,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
77,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences,AnalysisReferences,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination,4,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for 1 or more references related to the analysis
78,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences/AnalysisReference,AnalysisReference,EarthScienceSpecimen/UnitStratigraphicDetermination/IsotopeStratigraphicDeterminations/IsotopeStratigraphicDetermination/AnalysisReferences,5,EarthScienceSpecimen,IsotopeStratigraphicDeterminationsType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
79,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates,RadiometricDates,EarthScienceSpecimen/UnitStratigraphicDetermination,2,EarthScienceSpecimen,StratigraphicAttributionsType,local,efg:RadiometricDatesType,EFG named complexType,complex,0,1,N,N,0,,Container for absolute dates obtained from radiometric analysis.
80,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,RadiometricDate,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates,3,EarthScienceSpecimen,RadiometricDatesType,local,(anonymous complexType),EFG inline,complex,1,unbounded,Y,Y,0,,Container for a single radiometric date analysis
81,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/RadiometricDatingMethod,RadiometricDatingMethod,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,"Method, analysis technique used to determine date e.g. radiocarbon, Potassium-Argon etc."
82,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/MaterialDated,MaterialDated,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,"What was actually dated? e.g. Glauconite grains in a sandstone, wood from peat-core etc."
83,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/EarliestDate,EarliestDate,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The earliest date in a date range suggested by the analysis or the single date if only one is given
84,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/LatestDate,LatestDate,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The latest date where a range of values is given
85,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/TimeUnit,TimeUnit,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,1,1,Y,N,0,,The time units being measured or how the numbers are expressed e.g. millions of years B.P. or thousands of years B.C.
86,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/DatingAccuracy,DatingAccuracy,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The degree of certainty or likely accuracy of the dating analysis e.g. +/- 1 m.y.
87,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/DatingComment,DatingComment,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text description of the anlysis or its result.
88,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisDateTime,AnalysisDateTime,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,When the analysis was carried out
89,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisDateTime/ExactDate,ExactDate,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisDateTime,5,EarthScienceSpecimen,RadiometricDatesType,local,abcd:DateTime,ABCD 2.06 (external),complex (ABCD),0,1,N,N,0,,Uses DateTime element from ABCD
90,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisDateTime/DateText,DateText,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisDateTime,5,EarthScienceSpecimen,RadiometricDatesType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text to allow for vague dates or description of analysis period.
91,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/Identifiers,Identifiers,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,local,efg:IdentifiersType,EFG named complexType,complex,0,1,N,N,0,,
92,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/Identifiers/Person,Person,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/Identifiers,5,EarthScienceSpecimen,IdentifiersType,local,abcd:PersonName,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Person type from the abcd schema
93,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/Identifiers/Organisation,Organisation,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/Identifiers,5,EarthScienceSpecimen,IdentifiersType,local,abcd:Organisation,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,Organisation type from the abcd schema
94,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisReferences,AnalysisReferences,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate,4,EarthScienceSpecimen,RadiometricDatesType,global (ref),(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for 1 or more references related to the analysis
95,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisReferences/AnalysisReference,AnalysisReference,EarthScienceSpecimen/UnitStratigraphicDetermination/RadiometricDates/RadiometricDate/AnalysisReferences,5,EarthScienceSpecimen,RadiometricDatesType,local,abcd:Reference,ABCD 2.06 (external),complex (ABCD),1,unbounded,Y,Y,0,,Individual documentary reference linked to an analysis. Uses abcd:Reference Type
96,EarthScienceSpecimen/UnitStratigraphicDetermination/PositionInSequence,PositionInSequence,EarthScienceSpecimen/UnitStratigraphicDetermination,2,EarthScienceSpecimen,StratigraphicAttributionsType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,The position this stratigraphic 'unit' has in the sequence for the site. e.g. a bed number
97,EarthScienceSpecimen/StratigraphicDateComment,StratigraphicDateComment,EarthScienceSpecimen,1,EarthScienceSpecimen,EarthScienceSpecimenType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text element to allow discussion of geological age of a specimen or observed feature
98,RockUnit,RockUnit,,0,RockUnit,(schema),global,efg:RockUnitType,EFG named complexType,complex,1,1,Y,N,0,,
99,RockUnit/RockType,RockType,RockUnit,1,RockUnit,RockUnitType,local,xs:string (restricted),EFG inline simpleType,simple,1,unbounded,Y,Y,23,carbonaceous | carbonate | clastic | evaporite | fault rock | gneiss | high-grade metamorphic | hornfels | igneous | igneous extrusive | igneous intrusive | low-grade metamorphic | metamorphic | metasomatic | meteorite | migmatite | mylomite | plutonic intrusive | sedimentary | schist | slate | vein / pegmatite | volcaniclastic,"For simple classification e.g. igneous, metamorphic, sedimentary or meteorite - enumeration list is provisional!"
100,RockUnit/RockPhysicalCharacteristics,RockPhysicalCharacteristics,RockUnit,1,RockUnit,RockUnitType,local,abcd:MeasurementOrFact,ABCD 2.06 (external),complex (ABCD),0,unbounded,N,Y,0,,"Container for descriptive terms and measurements related to rocks e.g. grain size, grain sphericity, crystal sizes and orientations, laminations etc."
101,RockUnit/Petrology,Petrology,RockUnit,1,RockUnit,RockUnitType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container for petrographic descriptions related to a rock or mineral unit
102,RockUnit/Petrology/PetrologyDescriptiveText,PetrologyDescriptiveText,RockUnit/Petrology,2,RockUnit,RockUnitType,local,xs:string,XML Schema built-in,simple,0,1,N,N,0,,Free text element for petrographic description of the associated rock or mineral unit.
103,RockUnit/Petrology/Petrologicalanalyses,Petrologicalanalyses,RockUnit/Petrology,2,RockUnit,RockUnitType,local,(anonymous complexType),EFG inline,complex,0,1,N,N,0,,Container element for one or morre sets of analytical results relating to the petrogenesis of a rock unit.
